property_name,bhk,areaWithType,square_feet,transaction,status,floorNum,totalFloor,furnishing,facing,description,price_per_sqft,price
"4 BHK Apartment for Sale in Shaligram Felicity, Pal Surat",4,Super Area,2700,New Property,Poss. by Dec '24,6,13,Unfurnished,East,Luxurious Flat for Sell In Surat City Prime Area with All AminitiesRead more,4751.0,1.28
"3 BHK Apartment for Sale in Supath Enclave, Adajan Surat",3,Super Area,1857,New Property,Ready to Move,7,13,Unfurnished,East,Luxurious Flat For Sell In Adajan Prime Area With Attactive Price In Area.Read more,4300.0,0.8
3 BHK Apartment for Sale in Pal Surat,3,Super Area,1900,New Property,7 out of 13,7,13,Unfurnished,East,"No brokerage on this property, All flats are Garden or Road facing, An excellent residential project situated at a prime location of Pal, Attractive payment terms available. For more details feel free to contact usRead more",4550.0,0.86
"3 BHK Apartment for Sale in Serenity Homes, Pal Surat",3,Super Area,1850,New Property,Poss. by Sep '25,5,13,Unfurnished,East,"A beautiful 3 bhk apartment in pal, surat. The property is a part of Serenity Homes. It is a new property in a promising locality. This well It is located on the 1st floor. The property ownership is freehold type and has a super builtUp area of 1850. Ft. The price of the property is estimated at rs. And per unit area cost is at rs. 4651per sq. Ft. The apartment is new construction.Read more",4651.0,0.86
3 BHK Apartment for Sale in Palanpur Surat,3,Carpet Area,974,Resale,Ready to Move,8,13,Unfurnished,South -West,Exclusively designer flat 3bhk with 2 car alloted parking.,3664.0,0.65
"3 BHK Apartment for Sale in Shiv Samarth II, Pal Surat",3,Carpet Area,1250,Resale,Ready to Move,9,14,Unfurnished,South -West,3bhk flate in tp 10 pal surat fully luxurious amenities good property for users  investment for best futureRead more,4139.0,0.74
"3 BHK Apartment for Sale in The Ultima, Vesu Surat",3,Super Area,1646,New Property,Ready to Move,5,13,Unfurnished,East,"The beautifully 3bhk designed granite flooring enhances the beauty of the flat. Moreover, this property offers close proximity to important landmarks such as close to mall, , and close to school. Many of the modern amenities being offered, like swimming pool, cctv surveillance, club house  community center, fitness centre  gym, park, lifts, maintenance staff and visitor parking, will provide a pleasant living experience for you. This residential project ensures a 247 water supply for its residents.Read more",4800.0,0.79
3 BHK Apartment for Sale in Althan Surat,3,Super Area,1777,Resale,Poss. by Aug '24,13,14,Unfurnished,East,"2 Road Corner Project, Only 56Flats In The Campus.",4240.0,0.75
4 BHK Apartment for Sale in Vesu Surat,4,Super Area,3153,New Property,Ready to Move,5,13,Unfurnished,South -West,4 BHK Flat 3153 Sq ft and 3420 Sq ft5 Tower  3 and 4 BHK ProjectGood LocationAll Luxurious Amenities.Read more,4884.0,1.54
3 BHK Apartment for Sale in Piplod Surat,3,Carpet Area,844,New Property,Ready to Move,NA,NA,Unfurnished,East,"3 BHK residential project at piplod. Prime area, proximity to all utilities.Read more",4800.0,0.71
3 BHK Apartment for Sale in Vesu Surat,3,Super Area,2300,New Property,Poss. by May '27,5,13,Unfurnished,South -West,"Rajhans Maxton is an ultimate reflection of the urban chic lifestyle located in Vesu, Surat. The project hosts in its lap exclusively designed Residential Apartments, each being an epitome of elegance and simplicity.Rajhans Maxton comprises of 3 BHK Apartments that are finely crafted and committed to provide houses with unmatched quality. The Apartments are spacious, well ventilated and Vastu compliant.Read more",5500.0,1.26
"3 BHK Apartment for Sale in Pramukh Vivanta, Vesu Surat",3,Carpet Area,1431,Resale,Ready to Move,5,12,Unfurnished,South,"Exclusive 3BHK project with all modern amenities near Celebrity Greens, VesuRead more",4875.0,1.27
"2 BHK Apartment for Sale in Raghuvir Spalex, Vesu Surat",2,Carpet Area,750,New Property,Ready to Move,5,10,Unfurnished,East,The beauty of high life awaits.,5500.0,0.75
"3 BHK Apartment for Sale in Atlanta Sky Desk, Bhimrad Surat",3,Super Area,2346,New Property,Ready to Move,10,19,Unfurnished,East,3 bhk luxuriou flat for sale in atlanta sky deck althan surat with in a 4 to 6 month possession and near surat airport and diamond bourse.Read more,4591.0,1.07
3 BHK Apartment for Sale in Adajan Surat,3,Super Area,2270,New Property,Poss. by Mar '25,6,13,Unfurnished,South -West,,5850.0,1.32
"2 BHK Apartment for Sale in Raghuvir Spalex, Vesu Surat",2,Super Area,1365,New Property,Ready to Move,5,10,Unfurnished,South -West,Raghuvir spalex is well located in vesu a 23 bhk project with all amenities like gym big garden children playing area walking stripe and many more.Read more,5500.0,0.75
"3 BHK Apartment for Sale in Aarambh, Vesu Surat",3,Super Area,2705,New Property,Ready to Move,5,13,Unfurnished,South - East,near complex vesu  main road vip road,5582.0,1.51
3 BHK Apartment for Sale in Vesu Surat,3,Super Area,2440,New Property,Ready to Move,5,13,Unfurnished,East,,6000.0,1.46
"2 BHK Apartment for Sale in Raghuvir Spalex, Vesu Surat",2,Super Area,1365,New Property,Ready to Move,5,10,Unfurnished,South -West,This project is located at very good location near to Surat Dumas road.Read more,5100.0,0.7
"3 BHK Apartment for Sale in Nakshatra Galaxia, Palanpur Surat",3,Super Area,1726,New Property,Ready to Move,9,15,Unfurnished,East,,3790.0,0.65
"3 BHK Apartment for Sale in Eco Parkside, Bhimrad Surat",3,Carpet Area,944,New Property,Ready to Move,8,13,Unfurnished,North - East,Luxurious 3 bhk Flat For Sell In Althan With All Modern AmenitiesRead more,4898.0,0.84
"3 BHK Apartment for Sale in ORCHID Harmony, Adajan Surat",3,Super Area,1750,New Property,Ready to Move,5,15,Semi-Furnished,East,3BHK luxurious flats For Sell In Adajan Prime Area.,3714.0,0.65
"3 BHK Apartment for Sale in Raghuvir Spalex, Vesu Surat",3,Super Area,1902,New Property,Poss. by Jul '24,4,12,Unfurnished,East,,5500.0,1.04
3 BHK Apartment for Sale in VIP Road Surat,3,Carpet Area,1371,New Property,Poss. by Dec '25,4,13,Unfurnished,East,best Project for Jain community,6251.0,1.55
"3 BHK Apartment for Sale in RAMESWARAM Ivaan, Palanpur Surat",3,Super Area,1825,New Property,Poss. by Jun '25,6,12,Unfurnished,East,"This 3 BHK flat offers affordability along with an eastfacing orientation, ensuring plenty of natural light and a bright atmosphere. Additionally, it includes fire safety features, providing peace of mind for residents. Enjoy the comfort and security of this wellpriced residence, designed with your convenience and safety in mind.Read more",3951.0,0.72
"3 BHK Apartment for Sale in Pratishtha Heights, Palanpur Surat",3,Super Area,1918,New Property,Poss. by Dec '24,5,13,Unfurnished,East,3 BHK Luxurious Flat for Sell in Pal Gaurav Path road with all aminities.Read more,3700.0,0.71
"3 BHK Apartment for Sale in Samarth Sapphire, Pal Surat",3,Super Area,1725,New Property,Ready to Move,6,13,Unfurnished,East,3 BHK Luxurious Flat For Sell In PalanpurArea With All Aminities.Read more,4200.0,0.72
3 BHK Apartment for Sale in Pal Surat,3,Super Area,1872,New Property,5 out of 14,5,14,Unfurnished,East,"NO BROKERAGE ON THIS PROPERTY. This building is situated in Pal. The building has the modern facilities available like garden, children play area, out door gym, indoor gym, indoor games, 2 car parking space, gazebo etc, All the flats located in this building are having excellent view from the flatsRead more",4541.0,0.85
"3 BHK Apartment for Sale in Northern Skyline, Pal Surat",3,Super Area,1891,New Property,Poss. by May '25,5,13,Unfurnished,East,"A beautiful 3 bhk apartment in pal, surat. The property is a part of Northan skyline. It is a new property in a promising locality. This well It is located on the 1st floor. The property ownership is freehold type and has a super builtUp area of 1891. Ft. The price of the property is estimated at rs. And per unit area cost is at rs. 4751per sq. Ft. The apartment is new construction.Read more",4751.0,0.9
"3 BHK Apartment for Sale in Aston Homes, Palanpur Surat",3,Carpet Area,1550,Resale,Ready to Move,3,13,Unfurnished,South -West,3 bhk flate sell in Gavrav path road Pal palanpore fully luxurious amenities good property good locality location best for restaurants use limited flateRead more,4527.0,0.99
"3 BHK Apartment for Sale in The Address, Vesu Surat",3,Super Area,1953,New Property,Poss. by Dec '24,4,13,Unfurnished,North - East,"Check out Vacanza The Address in Vesu, one of the upcoming underconstruction housing societies in Surat. There are apartments for sale in Vacanza The Address. This society will have all basic facilities and amenities to suit homebuyers needs and requirements.  .Read more",5890.0,1.15
4 BHK Apartment for Sale in Althan Surat,4,Super Area,2720,New Property,Ready to Move,7,14,Unfurnished,North,"Ready To Move Flat, Althan Canal Road",4770.0,1.29
3 BHK Apartment for Sale in Althan Surat,3,Super Area,1616,New Property,Ready to Move,5,14,Unfurnished,South -West,Club house with Yoga spaceSwimming PoolGymnasiumSteam  Sauna FacilitiesIndoor GamesCyber CafeSenior Citizen ParkChildren Play AreaSkating ringGardenParty PlotGenerator Backup in common areas and specific points in flats.24 X 7 SecurityIntercom ServiceRO Plant in all flatsAutomatic LiftsRead more,4000.0,0.65
3 BHK Apartment for Sale in Vesu Surat,3,Carpet Area,1118,New Property,Poss. by Jan '25,NA,NA,Unfurnished,East,3 Bhk Luxurious Flats.Creating a Lifestyle of Luxury.,4700.0,0.95
"3 BHK Apartment for Sale in Pramukh Vivanta, Vesu Surat",3,Carpet Area,1430,Resale,Ready to Move,5,12,Unfurnished,South,"Exclusive 3BHK project with all modern amenities near Celebrity Greens, VesuRead more",4885.0,1.27
"3 BHK Apartment for Sale in Freedom Tower, Vesu Surat",3,Super Area,2433,New Property,Poss. by Dec '24,6,12,Unfurnished,South -West,Luxurious Flat For Sell in Vesu Prime Area with all Luxurious aminities.For More Details Please Contact.Read more,6111.0,1.48
3 BHK Apartment for Sale in Althan Surat,3,Super Area,1861,New Property,Poss. by Dec '24,8,12,Unfurnished,East,3 bhk luxurious and spacious flat for sale in peak living situated in althan surat near surat diamond bourse and surat airport.Read more,4451.0,0.83
3 BHK Apartment for Sale in Pal Surat,3,Super Area,1811,New Property,Poss. by Mar '25,6,13,Unfurnished,East,,4751.0,0.86
"3 BHK Apartment for Sale in Raghuvir Sheron, Vesu Surat",3,Super Area,2025,New Property,Poss. by Dec '26,1,13,Unfurnished,East,"Raghuvir Sheron is premium residential project by Raghuvir Developers.  This project is located near SGCCI and Surat Dimond Bourse. The specious 3BHK residential flat in Sheron has luxurious living room and comfortable 3 bedrooms. it has 3 bathroom and wash area for comfortable living. The project also offers never before seen amenities such as Sky Bridge for Jogging and walking, Swimming poo, Meditation area, outdoor gym and banquet hall.Read more",5185.0,1.05
"3 BHK Apartment for Sale in Raghuvir Satva, Vesu Surat",3,Super Area,1906,New Property,Ready to Move,6,12,Furnished,East,vip road vesu near complex main road vesu,5500.0,1.04
3 BHK Apartment for Sale in Vesu Surat,3,Super Area,2345,New Property,Ready to Move,9,14,Unfurnished,East,,5757.0,1.35
"3 BHK Apartment for Sale in Raghuvir Spalex, Vesu Surat",3,Super Area,1902,New Property,Ready to Move,5,10,Unfurnished,South -West,This project is located at good location of Vesu with all the modern amenities inside the project with 3  2 bhk flats in the project with 5 building project.Read more,5100.0,0.97
3 BHK Apartment for Sale in Pal Surat,3,Super Area,1960,Resale,Ready to Move,7,13,Unfurnished,East,3 BHK Luxurious Flat for Sell In Pal Prime Area With Good Conditions like New Construction .Read more,4337.0,0.85
"3 BHK Apartment for Sale in Aagam Aadeshwar, New citylight Surat",3,Carpet Area,1080,Resale,Ready to Move,7,13,Unfurnished,North - East,Luxurious 3 Bhk Flat For Sell With All Modern Amenities.,5278.0,0.95
"3 BHK Apartment for Sale in Abhishek Sanctum Homes, Pal Gam Surat",3,Super Area,1990,Resale,Ready to Move,5,13,Semi-Furnished,South -West,3 BHK Luxurious Flat For Sell IN Pal Prime Area .,5578.0,1.11
"3 BHK Apartment for Sale in sangini vedanta, Vesu Surat",3,Super Area,2250,New Property,Poss. by Jul '24,7,12,Unfurnished,East,,6500.0,1.46
"3 BHK Apartment for Sale in Siddhi Vinayak Elements, Jahangirabad Surat",3,Super Area,1857,Resale,Poss. by May '25,8,14,Unfurnished,East,,3811.0,0.71
"3 BHK Apartment for Sale in The Legacy, Jahangirabad Surat",3,Carpet Area,1265,New Property,Poss. by Jun '26,5,13,Unfurnished,East,3bhk apartment with Jain derasar in campus,4951.0,1.13
3 BHK Apartment for Sale in Pal Surat,3,Super Area,2270,New Property,Poss. by Jun '26,8,20,Unfurnished,East,"This super luxurious 3 BHK flat is right in the center of the PAL area, offering all sorts of fancy amenities like a jacuzzi and more. Everything is designed to feel luxurious, with amenities placed at podium level. Plus, it has the best floor plan compared to other places nearby. Get ready to live in style and comfort in this topnotch residence.Read more",5850.0,1.32
"3 BHK Apartment for Sale in Pratishtha Heights, Palanpur Surat",3,Super Area,2200,New Property,Poss. by Dec '24,5,13,Unfurnished,East,3 BHK Luxurious Flat for Sell in Pal Gaurav Path road with all aminities.Read more,3700.0,0.81
"3 BHK Apartment for Sale in Globcon Spendora, Palanpur Surat",3,Super Area,1550,New Property,Ready to Move,6,14,Unfurnished,East,2 And 3 BHK Luxurious Flat For Sell In Palanpur prime Area With All Aminities.Read more,4110.0,0.64
"3 BHK Apartment for Sale in Pramukh Amaya, Palanpur Surat",3,Super Area,2111,New Property,9 out of 13,9,13,Unfurnished,East,"No Brokerage on this property. This is a luxurious high rise apartment situated in Palanpor, the building has the facilities available like garden, children play area, sitting area, Big club house, allotted car parking etcRead more",4263.0,0.9
"3 BHK Apartment for Sale in Laxmipati Euphoria, Palanpur Surat",3,Super Area,1863,New Property,Poss. by Dec '26,5,13,Unfurnished,East,"3 bhk  flat is available in the promising locality of palanpur, surat. It is a under construction in spacious flat and is located on the 5th floor. Every single detail of the flat is carefully designed. This feng shuivaastu compliant property offers quality specifications such as lifts, park, visitor parking, water storage and intercom facility. It is a gated society flat. It is a freehold property, with a super builtUp area of 1863 sq. Ft.Read more",4450.0,0.83
3 BHK Apartment for Sale in Palan Pur Patiya Surat,3,Carpet Area,1100,Resale,Ready to Move,12,14,Furnished,South -West,"With a rich legacy of trust spanning four decades, at SURAT, we are driven by our passion to exceed global standards and deliver iconic addresses. We go to extraordinary lengths, from carefully restoring heritage buildings to sourcing the best minds in architecture and design. Our iconic developments offer unmatched amenities, stateoftheart infrastructure and unparalleled services that perfectly orchestrate a celebration of lifes finest moments.Read more",4687.0,0.86
