property_name,areaWithType,square_feet,transaction,status,floor,furnishing,facing,description,price_per_sqft,price
"3 BHK Apartment for Sale in Shiv Samarth II, Pal Surat",Carpet Area,1250 sqft,Resale,Ready to Move,9 out of 14,Unfurnished,South -West,3bhk flate in tp 10 pal surat fully luxurious amenities good property for users  investment for best futureRead more,"₹4,139 per sqft ",₹74.5 Lac 
"3 BHK Apartment for Sale in The Ultima, Vesu Surat",Super Area,1646 sqft,New Property,Ready to Move,5 out of 13,Unfurnished,East,"The beautifully 3bhk designed granite flooring enhances the beauty of the flat. Moreover, this property offers close proximity to important landmarks such as close to mall, , and close to school. Many of the modern amenities being offered, like swimming pool, cctv surveillance, club house  community center, fitness centre  gym, park, lifts, maintenance staff and visitor parking, will provide a pleasant living experience for you. This residential project ensures a 247 water supply for its residents.Read more","₹4,800 per sqft ",₹79 Lac 
3 BHK Apartment for Sale in Althan Surat,Super Area,1777 sqft,Resale,Poss. by Aug '24,13 out of 14,Unfurnished,East,"2 Road Corner Project, Only 56Flats In The Campus.","₹4,240 per sqft ",₹75.4 Lac 
4 BHK Apartment for Sale in Vesu Surat,Super Area,3153 sqft,New Property,Ready to Move,5 out of 13,Unfurnished,South -West,4 BHK Flat 3153 Sq ft and 3420 Sq ft5 Tower  3 and 4 BHK ProjectGood LocationAll Luxurious Amenities.Read more,"₹4,884 per sqft ",₹1.54 Cr 
3 BHK Apartment for Sale in Piplod Surat,Carpet Area,844 sqft,Unfurnished,Ready to Move,New Property,East,Garden/Park,"3 BHK residential project at piplod. Prime area, proximity to all utilities.Read more","₹4,800 per sqft ",₹71.1 Lac 
3 BHK Apartment for Sale in Vesu Surat,Super Area,2300 sqft,New Property,Poss. by May '27,5 out of 13,Unfurnished,South -West,"Rajhans Maxton is an ultimate reflection of the urban chic lifestyle located in Vesu, Surat. The project hosts in its lap exclusively designed Residential Apartments, each being an epitome of elegance and simplicity.Rajhans Maxton comprises of 3 BHK Apartments that are finely crafted and committed to provide houses with unmatched quality. The Apartments are spacious, well ventilated and Vastu compliant.Read more","₹5,500 per sqft ",₹1.26 Cr 
"3 BHK Apartment for Sale in Pramukh Vivanta, Vesu Surat",Carpet Area,1431 sqft,Resale,Ready to Move,5 out of 12,Unfurnished,South,"Exclusive 3BHK project with all modern amenities near Celebrity Greens, VesuRead more","₹4,875 per sqft ",₹1.27 Cr 
"2 BHK Apartment for Sale in Raghuvir Spalex, Vesu Surat",Carpet Area,750 sqft,New Property,Ready to Move,5 out of 10,Unfurnished,East,The beauty of high life awaits.,"₹5,500 per sqft ",₹75.1 Lac 
"3 BHK Apartment for Sale in Atlanta Sky Desk, Bhimrad Surat",Super Area,2346 sqft,New Property,Ready to Move,10 out of 19,Unfurnished,East,3 bhk luxuriou flat for sale in atlanta sky deck althan surat with in a 4 to 6 month possession and near surat airport and diamond bourse.Read more,"₹4,591 per sqft ",₹1.07 Cr 
3 BHK Apartment for Sale in Adajan Surat,Super Area,2270 sqft,New Property,Poss. by Mar '25,6 out of 13,Unfurnished,South -West,,"₹5,850 per sqft ",₹1.32 Cr 
"2 BHK Apartment for Sale in Raghuvir Spalex, Vesu Surat",Super Area,1365 sqft,New Property,Ready to Move,5 out of 10,Unfurnished,South -West,Raghuvir spalex is well located in vesu a 23 bhk project with all amenities like gym big garden children playing area walking stripe and many more.Read more,"₹5,500 per sqft ",₹75.1 Lac 
"3 BHK Apartment for Sale in Aarambh, Vesu Surat",Super Area,2705 sqft,New Property,Ready to Move,5 out of 13,Unfurnished,South - East,near complex vesu  main road vip road,"₹5,582 per sqft ",₹1.51 Cr 
3 BHK Apartment for Sale in Vesu Surat,Super Area,2440 sqft,New Property,Ready to Move,5 out of 13,Unfurnished,East,,"₹6,000 per sqft ",₹1.46 Cr 
"2 BHK Apartment for Sale in Raghuvir Spalex, Vesu Surat",Super Area,1365 sqft,New Property,Ready to Move,5 out of 10,Unfurnished,South -West,This project is located at very good location near to Surat Dumas road.Read more,"₹5,100 per sqft ",₹69.6 Lac 
"3 BHK Apartment for Sale in Nakshatra Galaxia, Palanpur Surat",Super Area,1726 sqft,New Property,Ready to Move,9 out of 15,Unfurnished,East,,"₹3,790 per sqft ",₹65.4 Lac 
"3 BHK Apartment for Sale in Eco Parkside, Bhimrad Surat",Carpet Area,944 sqft,New Property,Ready to Move,8 out of 13,Unfurnished,North - East,Luxurious 3 bhk Flat For Sell In Althan With All Modern AmenitiesRead more,"₹4,898 per sqft ",₹84 Lac 
"3 BHK Apartment for Sale in ORCHID Harmony, Adajan Surat",Super Area,1750 sqft,New Property,Ready to Move,5 out of 15,Semi-Furnished,East,3BHK luxurious flats For Sell In Adajan Prime Area.,"₹3,714 per sqft ",₹65 Lac 
"3 BHK Apartment for Sale in Raghuvir Spalex, Vesu Surat",Super Area,1902 sqft,New Property,Poss. by Jul '24,4 out of 12,Unfurnished,East,,"₹5,500 per sqft ",₹1.04 Cr 
"3 BHK Apartment for Sale in Orchid Fantasia, Palanpur Surat",Super Area,1690 sqft,Resale,Poss. by Oct '25,9 out of 14,Unfurnished,East,,"₹3,550 per sqft ",₹60 Lac 
3 BHK Apartment for Sale in VIP Road Surat,Carpet Area,1371 sqft,New Property,Poss. by Dec '25,4 out of 13,Unfurnished,East,best Project for Jain community,"₹6,251 per sqft ",₹1.55 Cr 
"3 BHK Apartment for Sale in RAMESWARAM Ivaan, Palanpur Surat",Super Area,1825 sqft,New Property,Poss. by Jun '25,6 out of 12,Unfurnished,East,"This 3 BHK flat offers affordability along with an eastfacing orientation, ensuring plenty of natural light and a bright atmosphere. Additionally, it includes fire safety features, providing peace of mind for residents. Enjoy the comfort and security of this wellpriced residence, designed with your convenience and safety in mind.Read more","₹3,951 per sqft ",₹72.1 Lac 
"3 BHK Apartment for Sale in Pratishtha Heights, Palanpur Surat",Super Area,1918 sqft,New Property,Poss. by Dec '24,5 out of 13,Unfurnished,East,3 BHK Luxurious Flat for Sell in Pal Gaurav Path road with all aminities.Read more,"₹3,700 per sqft ",₹71 Lac 
"3 BHK Apartment for Sale in Samarth Sapphire, Pal Surat",Super Area,1725 sqft,New Property,Ready to Move,6 out of 13,Unfurnished,East,3 BHK Luxurious Flat For Sell In PalanpurArea With All Aminities.Read more,"₹4,200 per sqft ",₹72.5 Lac 
3 BHK Apartment for Sale in Pal Surat,Super Area,1872 sqft,Unfurnished,5 out of 14,New Property,East,"Garden/Park, Main Road","NO BROKERAGE ON THIS PROPERTY. This building is situated in Pal. The building has the modern facilities available like garden, children play area, out door gym, indoor gym, indoor games, 2 car parking space, gazebo etc, All the flats located in this building are having excellent view from the flatsRead more","₹4,541 per sqft ",₹85 Lac 
"3 BHK Apartment for Sale in Northern Skyline, Pal Surat",Super Area,1891 sqft,New Property,Poss. by May '25,5 out of 13,Unfurnished,East,"A beautiful 3 bhk apartment in pal, surat. The property is a part of Northan skyline. It is a new property in a promising locality. This well It is located on the 1st floor. The property ownership is freehold type and has a super builtUp area of 1891. Ft. The price of the property is estimated at rs. And per unit area cost is at rs. 4751per sq. Ft. The apartment is new construction.Read more","₹4,751 per sqft ",₹89.8 Lac 
"2 BHK Apartment for Sale in Abhishek Sanctum Celino, Palanpur Surat",Carpet Area,750 sqft,Resale,Ready to Move,4 out of 13,Furnished,South -West,"Happy Home Group one of the most renowned  trusted names in Surat has always been unique in its approach be it in transforming spaces into homes or its business strategies.Complete business transaction carried by them are transparent, nothing is hidden from the clients or customers. They directly communicate with party  all consultants so that no communication gap is created and Projects can be discussed transparently. Apart from this they always welcome innovation in their entire project.They accept suggestions  ideas from, clients, brokers as well as their staff members and never hesitaRead more","₹4,478 per sqft ",₹60 Lac 
"3 BHK Apartment for Sale in Aston Homes, Palanpur Surat",Carpet Area,1550 sqft,Resale,Ready to Move,3 out of 13,Unfurnished,South -West,3 bhk flate sell in Gavrav path road Pal palanpore fully luxurious amenities good property good locality location best for restaurants use limited flateRead more,"₹4,527 per sqft ",₹98.6 Lac 
"3 BHK Apartment for Sale in The Address, Vesu Surat",Super Area,1953 sqft,New Property,Poss. by Dec '24,4 out of 13,Unfurnished,North - East,"Check out Vacanza The Address in Vesu, one of the upcoming underconstruction housing societies in Surat. There are apartments for sale in Vacanza The Address. This society will have all basic facilities and amenities to suit homebuyers needs and requirements.  .Read more","₹5,890 per sqft ",₹1.15 Cr 
4 BHK Apartment for Sale in Althan Surat,Super Area,2720 sqft,New Property,Ready to Move,7 out of 14,Unfurnished,North,"Ready To Move Flat, Althan Canal Road","₹4,770 per sqft ",₹1.29 Cr 
3 BHK Apartment for Sale in Althan Surat,Super Area,1616 sqft,New Property,Ready to Move,5 out of 14,Unfurnished,South -West,Club house with Yoga spaceSwimming PoolGymnasiumSteam  Sauna FacilitiesIndoor GamesCyber CafeSenior Citizen ParkChildren Play AreaSkating ringGardenParty PlotGenerator Backup in common areas and specific points in flats.24 X 7 SecurityIntercom ServiceRO Plant in all flatsAutomatic LiftsRead more,"₹4,000 per sqft ",₹64.6 Lac 
3 BHK Apartment for Sale in Vesu Surat,Carpet Area,1118 sqft,Unfurnished,Poss. by Jan '25,New Property,East,Main Road,3 Bhk Luxurious Flats.Creating a Lifestyle of Luxury.,"₹4,700 per sqft ",₹95.5 Lac 
"3 BHK Apartment for Sale in Kakadia Complex, Ghod Dod Road Surat",Super Area,1800 sqft,Resale,Ready to Move,8 out of 12,Unfurnished,East,"3 bhk residential apartment available for sale with very reasonable rate at ghod dod road , kakadiya complex is the best option for living, spacious flat , premium locality  , prime location heart of the city ghod dod road near by school , collage , vegetable market , dairy product , auto stand , city bus stand , etc. One time visit society  flatRead more","₹3,333 per sqft ",₹60 Lac 
"3 BHK Apartment for Sale in Pramukh Vivanta, Vesu Surat",Carpet Area,1430 sqft,Resale,Ready to Move,5 out of 12,Unfurnished,South,"Exclusive 3BHK project with all modern amenities near Celebrity Greens, VesuRead more","₹4,885 per sqft ",₹1.27 Cr 
"3 BHK Apartment for Sale in Freedom Tower, Vesu Surat",Super Area,2433 sqft,New Property,Poss. by Dec '24,6 out of 12,Unfurnished,South -West,Luxurious Flat For Sell in Vesu Prime Area with all Luxurious aminities.For More Details Please Contact.Read more,"₹6,111 per sqft ",₹1.48 Cr 
3 BHK Apartment for Sale in Althan Surat,Super Area,1861 sqft,New Property,Poss. by Dec '24,8 out of 12,Unfurnished,East,3 bhk luxurious and spacious flat for sale in peak living situated in althan surat near surat diamond bourse and surat airport.Read more,"₹4,451 per sqft ",₹82.8 Lac 
3 BHK Apartment for Sale in Pal Surat,Super Area,1811 sqft,New Property,Poss. by Mar '25,6 out of 13,Unfurnished,East,,"₹4,751 per sqft ",₹86 Lac 
"3 BHK Apartment for Sale in Raghuvir Sheron, Vesu Surat",Super Area,2025 sqft,New Property,Poss. by Dec '26,1 out of 13,Unfurnished,East,"Raghuvir Sheron is premium residential project by Raghuvir Developers.  This project is located near SGCCI and Surat Dimond Bourse. The specious 3BHK residential flat in Sheron has luxurious living room and comfortable 3 bedrooms. it has 3 bathroom and wash area for comfortable living. The project also offers never before seen amenities such as Sky Bridge for Jogging and walking, Swimming poo, Meditation area, outdoor gym and banquet hall.Read more","₹5,185 per sqft ",₹1.05 Cr 
"3 BHK Apartment for Sale in Raghuvir Satva, Vesu Surat",Super Area,1906 sqft,New Property,Ready to Move,6 out of 12,Furnished,East,vip road vesu near complex main road vesu,"₹5,500 per sqft ",₹1.04 Cr 
3 BHK Apartment for Sale in Vesu Surat,Super Area,2345 sqft,New Property,Ready to Move,9 out of 14,Unfurnished,East,,"₹5,757 per sqft ",₹1.35 Cr 
"3 BHK Apartment for Sale in Raghuvir Spalex, Vesu Surat",Super Area,1902 sqft,New Property,Ready to Move,5 out of 10,Unfurnished,South -West,This project is located at good location of Vesu with all the modern amenities inside the project with 3  2 bhk flats in the project with 5 building project.Read more,"₹5,100 per sqft ",₹97 Lac 
3 BHK Apartment for Sale in Pal Surat,Super Area,1960 sqft,Resale,Ready to Move,7 out of 13,Unfurnished,East,3 BHK Luxurious Flat for Sell In Pal Prime Area With Good Conditions like New Construction .Read more,"₹4,337 per sqft ",₹85 Lac 
"3 BHK Apartment for Sale in Aagam Aadeshwar, New citylight Surat",Carpet Area,1080 sqft,Resale,Ready to Move,7 out of 13,Unfurnished,North - East,Luxurious 3 Bhk Flat For Sell With All Modern Amenities.,"₹5,278 per sqft ",₹95 Lac 
"3 BHK Apartment for Sale in Abhishek Sanctum Homes, Pal Gam Surat",Super Area,1990 sqft,Resale,Ready to Move,5 out of 13,Semi-Furnished,South -West,3 BHK Luxurious Flat For Sell IN Pal Prime Area .,"₹5,578 per sqft ",₹1.11 Cr 
"3 BHK Apartment for Sale in sangini vedanta, Vesu Surat",Super Area,2250 sqft,New Property,Poss. by Jul '24,7 out of 12,Unfurnished,East,,"₹6,500 per sqft ",₹1.46 Cr 
"3 BHK Apartment for Sale in Siddhi Vinayak Elements, Jahangirabad Surat",Super Area,1857 sqft,Resale,Poss. by May '25,8 out of 14,Unfurnished,East,,"₹3,811 per sqft ",₹70.8 Lac 
"3 BHK Apartment for Sale in The Legacy, Jahangirabad Surat",Carpet Area,1265 sqft,New Property,Poss. by Jun '26,5 out of 13,Unfurnished,East,3bhk apartment with Jain derasar in campus,"₹4,951 per sqft ",₹1.13 Cr 
3 BHK Apartment for Sale in Pal Surat,Super Area,2270 sqft,New Property,Poss. by Jun '26,8 out of 20,Unfurnished,East,"This super luxurious 3 BHK flat is right in the center of the PAL area, offering all sorts of fancy amenities like a jacuzzi and more. Everything is designed to feel luxurious, with amenities placed at podium level. Plus, it has the best floor plan compared to other places nearby. Get ready to live in style and comfort in this topnotch residence.Read more","₹5,850 per sqft ",₹1.32 Cr 
"3 BHK Apartment for Sale in Pratishtha Heights, Palanpur Surat",Super Area,2200 sqft,New Property,Poss. by Dec '24,5 out of 13,Unfurnished,East,3 BHK Luxurious Flat for Sell in Pal Gaurav Path road with all aminities.Read more,"₹3,700 per sqft ",₹81.4 Lac 
"3 BHK Apartment for Sale in Globcon Spendora, Palanpur Surat",Super Area,1550 sqft,New Property,Ready to Move,6 out of 14,Unfurnished,East,2 And 3 BHK Luxurious Flat For Sell In Palanpur prime Area With All Aminities.Read more,"₹4,110 per sqft ",₹63.7 Lac 
"3 BHK Apartment for Sale in Pramukh Amaya, Palanpur Surat",Super Area,2111 sqft,Unfurnished,9 out of 13,New Property,East,"Garden/Park, Main Road","No Brokerage on this property. This is a luxurious high rise apartment situated in Palanpor, the building has the facilities available like garden, children play area, sitting area, Big club house, allotted car parking etcRead more","₹4,263 per sqft ",₹90 Lac 
"3 BHK Apartment for Sale in Laxmipati Euphoria, Palanpur Surat",Super Area,1863 sqft,New Property,Poss. by Dec '26,5 out of 13,Unfurnished,East,"3 bhk  flat is available in the promising locality of palanpur, surat. It is a under construction in spacious flat and is located on the 5th floor. Every single detail of the flat is carefully designed. This feng shuivaastu compliant property offers quality specifications such as lifts, park, visitor parking, water storage and intercom facility. It is a gated society flat. It is a freehold property, with a super builtUp area of 1863 sq. Ft.Read more","₹4,450 per sqft ",₹82.9 Lac 
3 BHK Apartment for Sale in Palan Pur Patiya Surat,Carpet Area,1100 sqft,Resale,Ready to Move,12 out of 14,Furnished,South -West,"With a rich legacy of trust spanning four decades, at SURAT, we are driven by our passion to exceed global standards and deliver iconic addresses. We go to extraordinary lengths, from carefully restoring heritage buildings to sourcing the best minds in architecture and design. Our iconic developments offer unmatched amenities, stateoftheart infrastructure and unparalleled services that perfectly orchestrate a celebration of lifes finest moments.Read more","₹4,687 per sqft ",₹86 Lac 
